#OTU ID	co14-2	conps2g-9	co14-5	co12g-7	co16-6	co12g-1	co14c6	co14-4	co14-6	co12g-3	co12-2	conps1g-3	conps2g-8	co12-10	co12-3	co12-6	co12-5	co12-1	co12-4	co14-11	co16-10	co16-2	conps2g-7	co14-12	co12g-8	conps2g-3	co16-3	co16-1	conps2g-1	conps2g-2	conps1g-8	co12-12	co12-11	conps1g-2	co16-5	conps1g-9	conps1g-1	co14c11	PC-fungal	co16-12	co16-4	co16-11	conps1g-7	co14-3	co14c4	co14c5	co14-10	co14-1	co12g-2	co14c12	co14c10	co12g-9	NC-fungal	taxonomy
denovo200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d:Fungi(0.9900),p:Basidiomycota(0.4000),c:Agaricomycetes(0.3000),o:Agaricales(0.1300),f:Endogonales_fam_Incertae_sedis(0.0700),g:Densospora(0.0700),s:Spiromyces_aspiralis_SH481682.07FU(0.0300)
denovo201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d:Fungi(0.8900),p:Basidiomycota(0.4100),c:Agaricomycetes(0.3200),o:Agaricales(0.1200),f:Russulaceae(0.0700),g:Inocybe(0.0600),s:Trebouxia_decolorans_SH640078.07FU(0.0600)
denovo202	0.0	0.0	9.0	0.0	0.0	9.0	5.0	0.0	9.0	7.0	87.0	12.0	3.0	2.0	2.0	1.0	4.0	0.0	0.0	4.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	1.0	1.0	0.0	7.0	0.0	3.0	15.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	d:Fungi(1.0000),p:Basidiomycota(0.4300),c:Agaricomycetes(0.3600),o:Agaricales(0.1500),f:Acaulosporaceae(0.0600),g:Inocybe(0.0500),s:Acaulospora_laevis_SH203018.07FU(0.0300)
denovo203	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d:Fungi(1.0000),p:Basidiomycota(0.2300),c:Agaricomycetes(0.2300),o:Geastrales(0.1600),f:Geastraceae(0.0900),g:Nidulariopsis(0.0900),s:Nidulariopsis_iowensis_SH214353.07FU(0.0900)
denovo205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d:Fungi(0.6300),p:Cercozoa(0.3700),c:Agaricomycetes(0.2300),o:Agaricales(0.1500),f:Hygrophoraceae(0.1000),g:Inocybe(0.0200),s:Entoloma_dysthales_SH492538.07FU(0.0100)
denovo207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d:Fungi(1.0000),p:Basidiomycota(0.6800),c:Agaricomycetes(0.6000),o:Agaricales(0.2400),f:Inocybaceae(0.0900),g:Inocybe(0.0900),s:Symbiotaphrina_buchneri_SH643910.07FU(0.0700)
denovo209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d:Fungi(1.0000),p:Ascomycota(0.5700),c:Xylonomycetes(0.2400),o:Symbiotaphrinales(0.2400),f:Symbiotaphrinaceae(0.2400),g:Symbiotaphrina(0.2400),s:Symbiotaphrina_kochii_SH021199.07FU(0.1700)
denovo210	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d:Fungi(1.0000),p:Basidiomycota(0.9400),c:Agaricomycetes(0.9200),o:Agaricales(0.3500),f:Hygrophoraceae(0.1000),g:Phlebia(0.0600),s:Chromosera_cyanophylla_SH197384.07FU(0.0600)
denovo211	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d:Fungi(1.0000),p:Basidiomycota(1.0000),c:Agaricomycetes(1.0000),o:Agaricales(0.9300),f:Tricholomataceae(0.9000),g:Clitocybe(0.8900),s:Clitocybe_trulliformis_SH192010.07FU(0.8800)
denovo214	823.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	205.0	0.0	4.0	8.0	11.0	0.0	2.0	0.0	1.0	0.0	46.0	61.0	0.0	0.0	150.0	0.0	0.0	0.0	8.0	0.0	13.0	0.0	0.0	80.0	23.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	d:Plantae(1.0000),p:Angiosperms(1.0000),c:Monocots(1.0000),o:Asparagales(1.0000),f:Orchidaceae(1.0000),g:Piperia(0.9700),s:elegans(0.8800)
denovo216	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d:Fungi(1.0000),p:Basidiomycota(1.0000),c:Agaricomycetes(1.0000),o:Agaricales(1.0000),f:Cortinariaceae(1.0000),g:Cortinarius(1.0000),s:Cortinarius_ohlone_SH188578.07FU(0.9000)
denovo217	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d:Fungi(0.5100),p:Chlorophyta(0.4900),c:Trebouxiophyceae(0.2800),o:Trebouxiales(0.2800),f:Trebouxiaceae(0.2800),g:Trebouxia(0.2800),s:Trebouxia_decolorans_SH640078.07FU(0.2500)
denovo219	0.0	0.0	0.0	0.0	0.0	0.0	22.0	12.0	1.0	0.0	5.0	0.0	0.0	3.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	155.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d:Fungi(1.0000),p:Chytridiomycota(0.9500),c:Rhizophlyctidomycetes(0.9200),o:Rhizophlyctidales(0.9200),f:Sonoraphlyctidaceae(0.9100),g:Sonoraphlyctis(0.9100),s:Lycogalopsis_solmsii_SH461452.07FU(0.0100)
denovo220	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d:Fungi(1.0000),p:Basidiomycota(0.9600),c:Agaricomycetes(0.9400),o:Agaricales(0.8500),f:Clavariaceae(0.5900),g:Clavulinopsis(0.2600),s:Clavulinopsis_luteoalba_SH208799.07FU(0.0300)
denovo221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	d:Fungi(1.0000),p:Chytridiomycota(0.8600),c:Spizellomycetes(0.2400),o:Spizellomycetales(0.2400),f:Spizellomycetaceae(0.2200),g:Spizellomyces(0.1600),s:Spizellomyces_pseudodichotomus_SH196353.07FU(0.0200)
denovo223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d:Fungi(0.9900),p:Basidiomycota(0.4100),c:Agaricomycetes(0.3800),o:Agaricales(0.1300),f:Russulaceae(0.0900),g:Russula(0.0700),s:Gymnopus_pinophilus_SH640167.07FU(0.0200)
denovo225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d:Fungi(1.0000),p:Rozellomycota(0.6800),c:Agaricomycetes(0.0100),o:Agaricales(0.0100),f:Inocybaceae(0.0100),g:Inocybe(0.0100),s:Inocybe_substraminipes_SH209538.07FU(0.0100)
denovo226	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d:Fungi(1.0000),p:Basidiomycota(1.0000),c:Dacrymycetes(1.0000),o:Dacrymycetales(0.8300),f:Dacrymycetaceae(0.8300),g:Calocera(0.8300)
denovo228	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d:Fungi(1.0000),p:Basidiomycota(0.9700),c:Agaricomycetes(0.9700),o:Cantharellales(0.9700),f:Ceratobasidiaceae(0.9700),g:Ceratobasidium(0.4500),s:Ceratobasidium_sp(0.2700)
denovo230	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d:Fungi(1.0000),p:Basidiomycota(0.6600),c:Agaricomycetes(0.5900),o:Agaricales(0.3100),f:Inocybaceae(0.2000),g:Inocybe(0.2000),s:Phlebiopsis_flavidoalba_SH016295.07FU(0.0300)
denovo231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d:Fungi(0.9500),p:Basidiomycota(0.6400),c:Agaricomycetes(0.5600),o:Agaricales(0.2600),f:Psathyrellaceae(0.0500),g:Entoloma(0.0400),s:Cryptotrichosporon_tibetense_SH533912.07FU(0.0200)
denovo234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d:Fungi(0.9800),p:Basidiomycota(0.4300),c:Agaricomycetes(0.2300),o:Erythrobasidiales(0.1200),f:Erythrobasidiaceae(0.1200),g:Bannoa(0.1200),s:Bannoa_hahajimensis_SH219193.07FU(0.0700)
denovo235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d:Fungi(1.0000),p:Ascomycota(1.0000),c:Eurotiomycetes(1.0000),o:Chaetothyriales(1.0000),f:Herpotrichiellaceae(1.0000),g:Exophiala(0.9600),s:Exophiala_sideris_SH194488.07FU(0.2800)
denovo236	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d:Fungi(1.0000),p:Chytridiomycota(0.5800),c:Rhizophydiomycetes(0.1000),o:Rhizophydiales(0.1000),f:Alphamycetaceae(0.0700),g:Betamyces(0.0700),s:Betamyces_americae-meridionalis_SH027198.07FU(0.0700)
denovo238	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d:Fungi(1.0000),p:Basidiomycota(1.0000),c:Agaricomycetes(1.0000),o:Cantharellales(1.0000),f:Ceratobasidiaceae(0.9800),g:Ceratobasidium(0.1300),s:Ceratobasidium_sp(0.0300)
denovo240	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d:Fungi(1.0000),p:Basidiomycota(0.7800),c:Agaricostilbomycetes(0.3700),o:Agaricostilbales(0.3700),f:Agaricostilbaceae(0.2500),g:Pseudobensingtonia(0.2400),s:Pseudobensingtonia_musae_SH197687.07FU(0.2400)
denovo241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d:Fungi(1.0000),p:Basidiomycota(0.9900),c:Agaricomycetes(0.9900),o:Agaricales(0.9900),f:Nidulariaceae(0.9400),g:Cyathus(0.9400),s:Cyathus_olla_SH202151.07FU(0.7300)
denovo242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d:Fungi(1.0000),p:Basidiomycota(1.0000),c:Agaricomycetes(1.0000),o:Agaricales(1.0000),f:Agaricaceae(0.9800),g:Chlorophyllum(0.8800),s:Chlorophyllum_brunneum_SH209449.07FU(0.8800)
denovo243	0.0	0.0	7.0	0.0	0.0	4.0	27.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d:Rhizaria(0.9400),p:Cercozoa(0.9400)
denovo244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d:Fungi(1.0000),p:Basidiomycota(1.0000),c:Agaricomycetes(1.0000),o:Boletales(1.0000),f:Rhizopogonaceae(1.0000),g:Rhizopogon(1.0000),s:Rhizopogon_occidentalis_SH183759.07FU(0.5800)
denovo245	0.0	0.0	6.0	0.0	0.0	0.0	13.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	24.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d:Fungi(1.0000),p:Chytridiomycota(0.6300),c:Spizellomycetes(0.4300),o:Spizellomycetales(0.4300),f:Spizellomycetaceae(0.3700),g:Spizellomyces(0.3500),s:Spizellomyces_dolichospermus_SH183868.07FU(0.0700)
denovo246	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	d:Rhizaria(0.9000),p:Cercozoa(0.9000)
denovo247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d:Fungi(1.0000),p:Ascomycota(1.0000),c:Dothideomycetes(1.0000),o:Pleosporales(1.0000),f:Pleosporaceae(1.0000),g:Drechslera(0.9900),s:Bipolaris_microlaenae_SH187564.07FU(0.0100)
denovo248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d:Fungi(0.9900),p:Ascomycota(0.6000),c:Xylonomycetes(0.4300),o:Symbiotaphrinales(0.4300),f:Symbiotaphrinaceae(0.4300),g:Symbiotaphrina(0.4300),s:Symbiotaphrina_buchneri_SH643910.07FU(0.2600)
denovo249	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d:Fungi(0.9200),p:Basidiomycota(0.4100),c:Agaricomycetes(0.3700),o:Agaricales(0.1200),f:Trebouxiaceae(0.0800),g:Trebouxia(0.0800),s:Trebouxia_decolorans_SH640078.07FU(0.0500)
denovo250	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	d:Fungi(1.0000),p:Basidiomycota(0.5000),c:Agaricomycetes(0.4800),o:Agaricales(0.3300),f:Inocybaceae(0.1200),g:Inocybe(0.1200),s:Inocybe_leucoloma_SH209539.07FU(0.0200)
denovo251	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	330.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d:Fungi(1.0000),p:Basidiomycota(1.0000),c:Agaricomycetes(1.0000),o:Cantharellales(1.0000),f:Clavulinaceae(0.0200),g:Clavulina(0.0200)
denovo253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d:Fungi(1.0000),p:Ascomycota(1.0000),c:Eurotiomycetes(0.9900),o:Onygenales(0.9300),f:Onygenales_fam_Incertae_sedis(0.8800),g:Spiromastix(0.8700),s:Spiromastix_warcupii_SH214058.07FU(0.4500)
denovo256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	d:Fungi(1.0000),p:Ascomycota(0.7200),c:Xylonomycetes(0.4200),o:Symbiotaphrinales(0.4200),f:Symbiotaphrinaceae(0.4200),g:Symbiotaphrina(0.4200),s:Symbiotaphrina_kochii_SH021199.07FU(0.2300)
denovo258	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d:Fungi(1.0000),p:Basidiomycota(0.5100),c:Agaricomycetes(0.4200),o:Russulales(0.1100),f:Russulaceae(0.0600),g:Symbiotaphrina(0.0500),s:Lentinellus_ursinus_SH180205.07FU(0.0400)
denovo259	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d:Fungi(1.0000),p:Basidiomycota(0.9400),c:Cystobasidiomycetes(0.5200),o:Cystobasidiales(0.4900),f:Cystobasidiaceae(0.4800),g:Cystobasidium(0.2700),s:Cystobasidium_lysinophilum_SH194780.07FU(0.2300)
